 800  0.001643  
 798  0.001743  
 796  0.001408  
 794  0.001468  
 792  0.001379  
 790  0.001525  
 788  0.001843  
 786  0.001415  
 784  0.001803  
 782  0.001845  
 780  0.001629  
 778  0.001667  
 776  0.001895  
 774  0.001646  
 772  0.001383  
 770  0.00246  
 768  0.002561  
 766  0.002367  
 764  0.002536  
 762  0.002606  
 760  0.002308  
 758  0.002297  
 756  0.002836  
 754  0.002659  
 752  0.003465  
 750  0.003127  
 748  0.003031  
 746  0.003029  
 744  0.003542  
 742  0.003489  
 740  0.003467  
 738  0.0041  
 736  0.003593  
 734  0.0036  
 732  0.003593  
 730  0.004186  
 728  0.004185  
 726  0.004569  
 724  0.004929  
 722  0.004644  
 720  0.005095  
 718  0.004828  
 716  0.005149  
 714  0.005618  
 712  0.005928  
 710  0.00574  
 708  0.005709  
 706  0.005426  
 704  0.006111  
 702  0.006343  
 700  0.006348  
 698  0.006494  
 696  0.006924  
 694  0.007119  
 692  0.007312  
 690  0.007651  
 688  0.008147  
 686  0.008378  
 684  0.008518  
 682  0.008955  
 680  0.00894  
 678  0.009101  
 676  0.009647  
 674  0.009995  
 672  0.010283  
 670  0.010837  
 668  0.011105  
 666  0.011565  
 664  0.012201  
 662  0.012485  
 660  0.012852  
 658  0.013529  
 656  0.01396  
 654  0.014362  
 652  0.014922  
 650  0.015571  
 648  0.016087  
 646  0.016744  
 644  0.017519  
 642  0.018117  
 640  0.018654  
 638  0.019088  
 636  0.020056  
 634  0.020963  
 632  0.021443  
 630  0.022259  
 628  0.02252  
 626  0.023889  
 624  0.025035  
 622  0.026036  
 620  0.026991  
 618  0.028047  
 616  0.028953  
 614  0.03016  
 612  0.031286  
 610  0.032255  
 608  0.033422  
 606  0.034664  
 604  0.03608  
 602  0.037399  
 600  0.038317  
 598  0.039408  
 596  0.041086  
 594  0.042381  
 592  0.043706  
 590  0.044969  
 588  0.046131  
 586  0.04739  
 584  0.048911  
 582  0.050126  
 580  0.051712  
 578  0.052873  
 576  0.053823  
 574  0.054594  
 572  0.055445  
 570  0.056521  
 568  0.057103  
 566  0.057817  
 564  0.058624  
 562  0.059114  
 560  0.059913  
 558  0.060496  
 556  0.060658  
 554  0.060684  
 552  0.060566  
 550  0.060088  
 548  0.059807  
 546  0.059161  
 544  0.058739  
 542  0.058047  
 540  0.057424  
 538  0.056486  
 536  0.055476  
 534  0.054197  
 532  0.052917  
 530  0.051735  
 528  0.050462  
 526  0.049202  
 524  0.048093  
 522  0.046993  
 520  0.045851  
 518  0.044667  
 516  0.043455  
 514  0.042189  
 512  0.041042  
 510  0.039808  
 508  0.039027  
 506  0.038089  
 504  0.037114  
 502  0.036467  
 500  0.035897  
 498  0.034787  
 496  0.034242  
 494  0.033755  
 492  0.033474  
 490  0.033171  
 488  0.032616  
 486  0.032217  
 484  0.031976  
 482  0.031685  
 480  0.031401  
 478  0.031147  
 476  0.031171  
 474  0.03102  
 472  0.030966  
 470  0.031028  
 468  0.030878  
 466  0.030911  
 464  0.030897  
 462  0.031188  
 460  0.03135  
 458  0.03129  
 456  0.031277  
 454  0.031181  
 452  0.031216  
 450  0.0313  
 448  0.031556  
 446  0.03169  
 444  0.031457  
 442  0.0314  
 440  0.031682  
 438  0.031929  
 436  0.031899  
 434  0.032046  
 432  0.032269  
 430  0.03234  
 428  0.032347  
 426  0.032419  
 424  0.032349  
 422  0.032482  
 420  0.032601  
 418  0.03274  
 416  0.033093  
 414  0.033116  
 412  0.033373  
 410  0.033469  
 408  0.033483  
 406  0.033842  
 404  0.03411  
 402  0.034002  
 400  0.034068  
 398  0.034147  
 396  0.034106  
 394  0.034349  
 392  0.034765  
 390  0.035055  
 388  0.035072  
 386  0.035284  
 384  0.035617  
 382  0.035552  
 380  0.035415  
 378  0.036356  
 376  0.03728  
 374  0.037207  
 372  0.037023  
 370  0.037022  
 368  0.037272  
 366  0.037393  
 364  0.037339  
 362  0.037674  
 360  0.037746  
 358  0.037758  
 356  0.037905  
 354  0.03769  
 352  0.037565  
 350  0.037539  
 348  0.037649  
 346  0.037936  
 344  0.038304  
 342  0.038602  
 340  0.038693  
 338  0.038789  
 336  0.038817  
 334  0.039121  
 332  0.039326  
 330  0.038815  
 328  0.038701  
 326  0.039009  
 324  0.038966  
 322  0.038728  
 320  0.038692  
 318  0.038952  
 316  0.036974  
 314  0.036332  
 312  0.036444  
 310  0.036668  
 308  0.03644  
 306  0.036477  
 304  0.036226  
 302  0.035524  
 300  0.035043  
 298  0.034644  
 296  0.033558  

